meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx,label
0.168,0.081,0.193,0.108,0.229,0.121,2.043,8.969,0.953,0.696,0.196,0.168,0.195,0.054,0.276,0.688,0.016,3.648,3.633,0.248,female
0.132,0.088,0.142,0.044,0.215,0.172,1.186,4.717,0.978,0.843,0.242,0.132,0.214,0.168,0.262,0.338,0.016,0.789,0.773,0.333,female
0.135,0.082,0.142,0.057,0.202,0.145,1.342,5.597,0.974,0.801,0.2,0.135,0.18,0.029,0.276,0.522,0.023,3.875,3.852,0.154,female
0.144,0.087,0.156,0.061,0.223,0.162,0.608,2.844,0.976,0.818,0.196,0.144,0.178,0.017,0.276,0.509,0.008,3.898,3.891,0.152,female
0.137,0.083,0.175,0.048,0.201,0.153,2.08,7.692,0.936,0.615,0.194,0.137,0.164,0.067,0.239,0.717,0.008,3,2.992,0.231,female
0.136,0.087,0.159,0.046,0.214,0.167,1.538,5.525,0.967,0.773,0.007,0.136,0.186,0.033,0.271,0.306,0.008,0.906,0.898,0.27,female
0.15,0.091,0.191,0.054,0.228,0.174,1.394,5.526,0.958,0.699,0.219,0.15,0.183,0.043,0.276,0.756,0.008,4.938,4.93,0.196,female
0.149,0.084,0.178,0.062,0.217,0.155,2.486,14.315,0.965,0.754,0.211,0.149,0.199,0.017,0.258,0.243,0.008,0.664,0.656,0.375,female
0.109,0.092,0.072,0.024,0.195,0.171,1.899,6.473,0.949,0.679,0.021,0.109,0.191,0.03,0.276,0.359,0.008,0.719,0.711,0.354,female
0.158,0.081,0.188,0.086,0.219,0.134,1.817,7.238,0.956,0.698,0.198,0.158,0.193,0.063,0.262,0.359,0.031,0.922,0.891,0.315,female
0.116,0.089,0.122,0.024,0.194,0.17,2.194,8.404,0.944,0.677,0.007,0.116,0.184,0.086,0.258,0.338,0.008,0.711,0.703,0.403,female
0.098,0.08,0.065,0.033,0.16,0.127,1.273,3.866,0.958,0.715,0.026,0.098,0.178,0.022,0.254,0.526,0.008,4.258,4.25,0.179,female
0.134,0.092,0.131,0.042,0.216,0.174,1.402,5.278,0.96,0.726,0.186,0.134,0.195,0.027,0.276,0.397,0.023,1.07,1.047,0.303,female
0.09,0.079,0.058,0.024,0.15,0.126,2.515,10.246,0.945,0.664,0.015,0.09,0.191,0.044,0.258,0.832,0.008,3.383,3.375,0.26,female
0.125,0.089,0.118,0.038,0.209,0.171,2.056,9.267,0.965,0.777,0.005,0.125,0.187,0.063,0.258,0.372,0.008,3.164,3.156,0.182,female
0.135,0.078,0.163,0.053,0.197,0.144,1.966,7.379,0.952,0.701,0.198,0.135,0.182,0.034,0.258,0.478,0.008,3.18,3.172,0.18,female
0.12,0.089,0.095,0.035,0.211,0.176,1.514,5.867,0.964,0.748,0.012,0.12,0.192,0.017,0.276,0.878,0.008,5.414,5.406,0.189,female
0.149,0.089,0.186,0.055,0.227,0.172,1.193,4.08,0.96,0.724,0.209,0.149,0.192,0.019,0.271,0.447,0.008,2.664,2.656,0.088,female
0.146,0.087,0.172,0.055,0.225,0.17,0.961,3.206,0.966,0.752,0.238,0.146,0.176,0.03,0.246,0.383,0.008,0.977,0.969,0.339,female
0.164,0.09,0.187,0.07,0.238,0.168,1.351,4.706,0.951,0.668,0.233,0.164,0.193,0.039,0.267,0.48,0.008,3.023,3.016,0.184,female
0.108,0.084,0.089,0.03,0.186,0.156,1.991,8.088,0.966,0.769,0.013,0.108,0.176,0.018,0.267,0.279,0.008,0.992,0.984,0.331,female
0.131,0.087,0.119,0.052,0.207,0.155,0.849,3.513,0.975,0.798,0.017,0.131,0.18,0.019,0.276,0.302,0.008,1.117,1.109,0.266,female
0.138,0.085,0.158,0.053,0.215,0.162,1.369,5.278,0.964,0.744,0.219,0.138,0.201,0.069,0.276,0.535,0.008,3.164,3.156,0.204,female
0.147,0.088,0.178,0.057,0.228,0.171,2.287,12.084,0.963,0.753,0.231,0.147,0.194,0.046,0.267,0.64,0.008,3.563,3.555,0.208,female
0.132,0.085,0.122,0.052,0.216,0.163,1.461,6.131,0.971,0.782,0.214,0.132,0.193,0.041,0.276,0.577,0.023,3.117,3.094,0.243,female
0.158,0.096,0.192,0.052,0.247,0.196,1.35,4.924,0.952,0.686,0.273,0.158,0.195,0.02,0.276,0.5,0.008,3.172,3.164,0.236,female
0.147,0.083,0.187,0.058,0.213,0.155,1.704,6.709,0.941,0.625,0.196,0.147,0.178,0.042,0.239,0.664,0.023,3.523,3.5,0.21,female
0.187,0.078,0.209,0.15,0.244,0.094,5.817,71.271,0.915,0.537,0.05,0.187,0.167,0.016,0.276,0.225,0.055,0.781,0.727,0.293,female
0.189,0.074,0.205,0.183,0.242,0.059,7.958,113.915,0.898,0.465,0.05,0.189,0.154,0.016,0.276,0.136,0.055,0.766,0.711,0.167,female
0.171,0.065,0.191,0.136,0.215,0.079,6.734,85.618,0.909,0.571,0.05,0.171,0.117,0.017,0.276,0.109,0.055,0.289,0.234,0.257,female
0.135,0.077,0.13,0.069,0.208,0.138,4.096,45.889,0.974,0.822,0.05,0.135,0.138,0.017,0.276,0.13,0.047,0.508,0.461,0.167,female
0.152,0.078,0.176,0.081,0.218,0.137,7.992,136.736,0.963,0.76,0.05,0.152,0.141,0.016,0.258,0.161,0.055,0.578,0.523,0.285,female
0.092,0.094,0.06,0.006,0.171,0.165,22.998,582.447,0.874,0.637,0,0.092,0.19,0.017,0.276,0.008,0.008,0.008,0,0,female
0.144,0.081,0.16,0.061,0.209,0.148,8.727,147.727,0.963,0.768,0.05,0.144,0.143,0.017,0.276,0.162,0.055,0.75,0.695,0.178,female
0.166,0.073,0.188,0.113,0.221,0.108,6.479,82.81,0.925,0.604,0.05,0.166,0.149,0.017,0.25,0.245,0.055,0.773,0.719,0.38,female
0.168,0.075,0.183,0.101,0.224,0.123,5.405,51.4,0.924,0.616,0.05,0.168,0.148,0.017,0.276,0.213,0.055,0.594,0.539,0.25,female
0.165,0.073,0.185,0.106,0.224,0.118,11.521,228.497,0.947,0.693,0.05,0.165,0.147,0.018,0.276,0.176,0.055,0.656,0.602,0.297,female
0.158,0.089,0.199,0.058,0.232,0.174,1.743,6.7,0.947,0.666,0.211,0.158,0.19,0.051,0.258,0.922,0.008,3.531,3.523,0.397,female
0.17,0.095,0.197,0.071,0.252,0.181,1.232,3.651,0.938,0.606,0.06,0.17,0.168,0.016,0.276,0.6,0.008,2.852,2.844,0.298,female
0.165,0.088,0.201,0.073,0.236,0.163,1.179,3.783,0.951,0.669,0.2,0.165,0.203,0.063,0.258,0.442,0.023,1.078,1.055,0.266,female
0.127,0.088,0.155,0.028,0.202,0.174,1.702,5.713,0.945,0.652,0.008,0.127,0.186,0.035,0.258,0.342,0.008,3.047,3.039,0.135,female
0.155,0.091,0.19,0.052,0.232,0.18,1.45,5.057,0.95,0.662,0.23,0.155,0.201,0.017,0.276,0.374,0.008,0.984,0.977,0.253,female
0.124,0.09,0.102,0.036,0.207,0.171,1.589,8.548,0.954,0.665,0.196,0.124,0.191,0.016,0.258,0.319,0.008,0.797,0.789,0.321,female
0.093,0.078,0.066,0.026,0.158,0.132,2.314,8.883,0.952,0.715,0.012,0.093,0.168,0.06,0.242,0.624,0.008,3.297,3.289,0.262,female
0.202,0.056,0.212,0.198,0.235,0.037,3.52,24.487,0.863,0.309,0.05,0.202,0.178,0.017,0.254,0.178,0.055,0.648,0.594,0.235,female
0.172,0.077,0.199,0.106,0.23,0.124,3.185,23.91,0.928,0.555,0.05,0.172,0.158,0.016,0.267,0.195,0.055,0.688,0.633,0.293,female
0.186,0.075,0.202,0.167,0.245,0.078,4.125,40.121,0.925,0.554,0.05,0.186,0.162,0.019,0.276,0.158,0.055,0.734,0.68,0.146,female
0.189,0.065,0.207,0.183,0.232,0.05,3.016,18.281,0.893,0.406,0.05,0.189,0.16,0.017,0.242,0.218,0.055,0.75,0.695,0.265,female
0.15,0.088,0.167,0.061,0.229,0.168,2.008,9.597,0.965,0.784,0.05,0.15,0.136,0.017,0.276,0.188,0.031,0.656,0.625,0.269,female
0.183,0.079,0.211,0.176,0.233,0.057,2.556,12.086,0.911,0.478,0.05,0.183,0.165,0.018,0.271,0.214,0.055,0.68,0.625,0.304,female
0.184,0.064,0.199,0.171,0.228,0.058,3.047,18.973,0.915,0.527,0.05,0.184,0.156,0.017,0.235,0.195,0.055,0.742,0.688,0.18,female
0.174,0.073,0.194,0.163,0.22,0.057,3.549,27.989,0.921,0.537,0.05,0.174,0.166,0.016,0.267,0.21,0.055,0.742,0.688,0.307,female
0.193,0.07,0.215,0.177,0.241,0.065,2.167,11.948,0.918,0.494,0.05,0.193,0.158,0.017,0.267,0.189,0.039,0.531,0.492,0.253,female
0.142,0.079,0.171,0.063,0.21,0.147,2.04,11.748,0.939,0.587,0.05,0.142,0.143,0.016,0.271,0.301,0.055,0.789,0.734,0.369,female
0.233,0.063,0.255,0.233,0.265,0.032,3.009,12.778,0.844,0.242,0.265,0.233,0.168,0.016,0.276,0.329,0.008,2.375,2.367,0.141,female
0.24,0.056,0.257,0.242,0.268,0.026,3.231,14.456,0.823,0.204,0.271,0.24,0.196,0.02,0.276,0.557,0.008,5.195,5.188,0.078,female
0.239,0.057,0.255,0.241,0.267,0.026,2.825,11.023,0.831,0.208,0.258,0.239,0.217,0.065,0.276,0.595,0.016,5.211,5.195,0.128,female
0.221,0.067,0.242,0.226,0.254,0.028,3.174,13.843,0.853,0.309,0.241,0.221,0.214,0.016,0.276,0.752,0.227,4.539,4.313,0.135,female
0.229,0.066,0.252,0.23,0.266,0.036,2.905,12.684,0.854,0.308,0.264,0.229,0.196,0.021,0.276,0.457,0.008,2.063,2.055,0.17,female
0.237,0.054,0.25,0.239,0.261,0.023,3.084,13.651,0.826,0.187,0.247,0.237,0.205,0.017,0.271,0.795,0.008,5.055,5.047,0.202,female
0.228,0.069,0.25,0.23,0.266,0.036,2.233,7.199,0.855,0.256,0.249,0.228,0.216,0.029,0.276,0.549,0.227,5.164,4.938,0.063,female
0.241,0.054,0.257,0.236,0.269,0.033,3.203,14.252,0.825,0.202,0.268,0.241,0.226,0.063,0.276,0.639,0.008,4.078,4.07,0.156,female
0.235,0.062,0.255,0.241,0.266,0.025,2.816,10.445,0.833,0.248,0.261,0.235,0.21,0.017,0.276,0.58,0.016,5.5,5.484,0.133,female
0.231,0.063,0.251,0.236,0.261,0.025,3.446,16.077,0.835,0.25,0.251,0.231,0.229,0.061,0.276,0.881,0.234,4.992,4.758,0.205,female
0.211,0.018,0.209,0.204,0.219,0.015,4.679,29.392,0.784,0.037,0.208,0.211,0.197,0.018,0.271,0.411,0.188,1.078,0.891,0.186,female
0.148,0.078,0.142,0.122,0.196,0.073,2.451,10.018,0.922,0.545,0.14,0.148,0.134,0.019,0.262,0.162,0.008,0.672,0.664,0.175,female
0.146,0.074,0.145,0.123,0.175,0.052,2.476,10.256,0.927,0.555,0.128,0.146,0.118,0.019,0.176,0.236,0.008,1.633,1.625,0.161,female
0.149,0.08,0.14,0.121,0.214,0.093,2.968,13.768,0.921,0.557,0.131,0.149,0.135,0.016,0.262,0.374,0.008,6.977,6.969,0.09,female
0.151,0.073,0.15,0.125,0.187,0.062,2.556,11.092,0.929,0.571,0.163,0.151,0.139,0.016,0.271,0.283,0.008,5.734,5.727,0.082,female
0.141,0.065,0.147,0.128,0.166,0.037,3.113,14.54,0.909,0.517,0.147,0.141,0.092,0.016,0.229,0.085,0.008,0.18,0.172,0.198,female
0.143,0.075,0.144,0.121,0.169,0.048,2.603,10.383,0.916,0.523,0.144,0.143,0.093,0.016,0.267,0.15,0.008,3.234,3.227,0.06,female
0.139,0.068,0.149,0.126,0.168,0.042,3.161,14.187,0.912,0.539,0.154,0.139,0.142,0.017,0.267,0.55,0.008,7,6.992,0.066,female
0.14,0.059,0.155,0.133,0.163,0.03,4.155,22.656,0.878,0.446,0.16,0.14,0.098,0.016,0.229,0.078,0.008,0.195,0.188,0.124,female
0.141,0.068,0.15,0.123,0.169,0.046,2.91,13.37,0.923,0.56,0.164,0.141,0.093,0.016,0.242,0.079,0.008,0.195,0.188,0.241,female
0.152,0.073,0.15,0.128,0.198,0.069,2.353,9.365,0.934,0.581,0.15,0.152,0.125,0.016,0.262,0.503,0.008,7,6.992,0.072,female
0.132,0.085,0.157,0.042,0.196,0.154,1.855,7.581,0.962,0.738,0.174,0.132,0.172,0.027,0.262,1.044,0.008,4.953,4.945,0.19,female
0.147,0.087,0.18,0.053,0.218,0.166,1.339,4.626,0.96,0.705,0.06,0.147,0.181,0.023,0.258,0.535,0.008,3.656,3.648,0.113,female
0.128,0.073,0.125,0.063,0.191,0.128,0.759,3.378,0.976,0.808,0.203,0.128,0.163,0.021,0.242,0.777,0.008,4.586,4.578,0.182,female
0.18,0.075,0.199,0.158,0.237,0.079,1.541,4.83,0.942,0.619,0.204,0.18,0.19,0.047,0.258,0.739,0.031,2.977,2.945,0.361,female
0.161,0.079,0.191,0.091,0.224,0.133,1.977,7.122,0.952,0.701,0.231,0.161,0.199,0.095,0.242,0.873,0.008,3.281,3.273,0.283,female
0.167,0.079,0.201,0.115,0.224,0.109,2.056,6.979,0.917,0.511,0.201,0.167,0.194,0.02,0.242,0.443,0.008,3.156,3.148,0.147,female
0.198,0.031,0.201,0.188,0.211,0.023,4.245,24.413,0.838,0.142,0.199,0.198,0.172,0.073,0.254,1.044,0.18,5.734,5.555,0.107,female
0.196,0.035,0.197,0.177,0.217,0.04,2.396,8.975,0.871,0.172,0.179,0.196,0.135,0.016,0.246,0.719,0.109,3.805,3.695,0.112,female
0.191,0.036,0.179,0.169,0.211,0.042,3.459,17.269,0.863,0.167,0.172,0.191,0.143,0.016,0.235,1.451,0.172,5.617,5.445,0.376,female
0.19,0.032,0.184,0.169,0.205,0.036,2.297,8.37,0.865,0.125,0.173,0.19,0.142,0.017,0.276,0.653,0.008,5.57,5.563,0.165,female
0.144,0.086,0.154,0.057,0.214,0.157,1.135,4.445,0.972,0.788,0.212,0.144,0.149,0.016,0.276,0.485,0.008,6.031,6.023,0.13,female
0.191,0.027,0.188,0.175,0.205,0.029,3.01,13.489,0.826,0.108,0.179,0.191,0.163,0.026,0.216,0.794,0.18,6.578,6.398,0.178,female
0.218,0.035,0.217,0.199,0.247,0.048,1.658,5.901,0.878,0.106,0.201,0.218,0.162,0.045,0.246,1.535,0.18,5.734,5.555,0.317,female
0.195,0.03,0.191,0.175,0.209,0.034,2.798,11.259,0.838,0.13,0.175,0.195,0.145,0.016,0.276,1.489,0.18,6.977,6.797,0.284,female
0.192,0.031,0.182,0.175,0.208,0.033,4.093,23.446,0.839,0.133,0.179,0.192,0.156,0.016,0.258,1.27,0.18,5.703,5.523,0.288,female
0.195,0.029,0.195,0.174,0.209,0.035,2.364,8.385,0.852,0.119,0.173,0.195,0.171,0.016,0.276,0.629,0.008,5.43,5.422,0.145,female
0.183,0.05,0.192,0.171,0.21,0.039,2.562,10.808,0.905,0.352,0.19,0.183,0.17,0.017,0.276,0.583,0.008,4.734,4.727,0.111,female
0.182,0.032,0.181,0.167,0.2,0.033,2.218,7.052,0.831,0.205,0.174,0.182,0.164,0.038,0.205,0.766,0.164,6.242,6.078,0.16,female
0.187,0.039,0.188,0.168,0.205,0.036,2.277,7.801,0.864,0.278,0.182,0.187,0.171,0.037,0.205,0.452,0.164,5.992,5.828,0.097,female
0.187,0.032,0.185,0.17,0.199,0.029,2.222,7.246,0.841,0.212,0.171,0.187,0.179,0.082,0.232,0.192,0.164,0.234,0.07,0.105,female
0.183,0.038,0.185,0.168,0.198,0.029,3.418,17.64,0.841,0.308,0.172,0.183,0.164,0.023,0.203,0.204,0.164,0.391,0.227,0.233,female
0.179,0.033,0.177,0.165,0.187,0.022,4.23,25.922,0.806,0.212,0.164,0.179,0.17,0.02,0.258,0.69,0.164,6.266,6.102,0.131,female
0.174,0.031,0.173,0.162,0.183,0.021,2.9,11.154,0.817,0.202,0.162,0.174,0.16,0.016,0.219,0.969,0.164,6.539,6.375,0.098,female
0.179,0.034,0.174,0.163,0.197,0.034,2.649,10.567,0.843,0.235,0.163,0.179,0.159,0.016,0.271,0.767,0.156,6.281,6.125,0.126,female
0.176,0.038,0.174,0.162,0.189,0.027,2.808,11.229,0.853,0.281,0.165,0.176,0.158,0.027,0.195,0.494,0.086,5.578,5.492,0.112,female
0.183,0.032,0.181,0.171,0.199,0.028,3.224,15.51,0.816,0.203,0.173,0.183,0.172,0.044,0.213,0.773,0.164,6.883,6.719,0.128,female
0.183,0.035,0.181,0.172,0.196,0.024,3.35,15.918,0.817,0.234,0.176,0.183,0.173,0.085,0.246,0.859,0.172,6.063,5.891,0.221,female
0.18,0.041,0.182,0.167,0.197,0.03,2.847,11.528,0.853,0.294,0.187,0.18,0.167,0.052,0.242,0.749,0.023,6.797,6.773,0.15,female
0.182,0.033,0.181,0.166,0.196,0.03,2.897,12.768,0.826,0.197,0.168,0.182,0.178,0.086,0.271,0.432,0.164,4.406,4.242,0.124,female
0.189,0.039,0.186,0.174,0.207,0.034,3.207,14.784,0.85,0.292,0.173,0.189,0.175,0.017,0.254,1.003,0.164,6.305,6.141,0.255,female
0.181,0.035,0.181,0.169,0.19,0.021,3.197,13.466,0.822,0.212,0.182,0.181,0.172,0.016,0.242,0.28,0.156,0.695,0.539,0.357,female
0.184,0.031,0.179,0.167,0.197,0.031,2.554,10.355,0.818,0.182,0.167,0.184,0.166,0.057,0.213,0.201,0.164,0.375,0.211,0.241,female
0.15,0.063,0.174,0.085,0.191,0.106,3.034,13.95,0.906,0.535,0.188,0.15,0.162,0.018,0.208,0.786,0.008,6.219,6.211,0.161,female
0.183,0.033,0.179,0.167,0.198,0.031,3.449,18.854,0.833,0.228,0.168,0.183,0.169,0.055,0.219,0.287,0.164,1.773,1.609,0.082,female
0.182,0.038,0.176,0.165,0.198,0.033,2.975,12.868,0.854,0.295,0.171,0.182,0.164,0.022,0.213,0.543,0.164,6.93,6.766,0.111,female
0.18,0.041,0.172,0.16,0.201,0.041,2.986,13.157,0.869,0.321,0.172,0.18,0.162,0.038,0.235,0.616,0.164,6.563,6.398,0.14,female
0.193,0.039,0.191,0.173,0.206,0.033,2.721,11.426,0.85,0.258,0.17,0.193,0.159,0.017,0.205,1.277,0.164,6.266,6.102,0.215,female
0.164,0.054,0.169,0.156,0.185,0.029,3.616,18.606,0.89,0.47,0.165,0.164,0.164,0.043,0.232,0.741,0.031,7,6.969,0.163,female
0.168,0.055,0.171,0.16,0.196,0.035,3.279,15.147,0.881,0.424,0.17,0.168,0.164,0.078,0.222,0.183,0.023,0.43,0.406,0.095,female
0.177,0.043,0.175,0.162,0.186,0.025,3.119,12.702,0.835,0.301,0.162,0.177,0.153,0.049,0.188,0.802,0.164,5.836,5.672,0.234,female
0.185,0.042,0.178,0.165,0.205,0.039,3.971,24.231,0.865,0.34,0.168,0.185,0.171,0.033,0.267,0.825,0.164,6.273,6.109,0.169,female
0.182,0.037,0.179,0.168,0.194,0.026,2.819,10.635,0.832,0.287,0.178,0.182,0.145,0.03,0.203,0.64,0.164,6.117,5.953,0.084,female
0.138,0.071,0.167,0.058,0.186,0.128,2.433,10.657,0.92,0.514,0.167,0.138,0.159,0.023,0.276,0.794,0.039,6.297,6.258,0.189,female
0.178,0.039,0.174,0.163,0.191,0.028,3.175,13.664,0.835,0.29,0.162,0.178,0.156,0.037,0.262,0.231,0.039,0.891,0.852,0.112,female
0.181,0.028,0.183,0.172,0.189,0.017,3.521,16.14,0.766,0.165,0.186,0.181,0.15,0.017,0.216,1.199,0.156,6.273,6.117,0.247,female
0.18,0.047,0.176,0.167,0.207,0.04,3.252,15.371,0.868,0.35,0.171,0.18,0.172,0.091,0.267,0.195,0.008,0.578,0.57,0.158,female
0.172,0.05,0.178,0.161,0.196,0.036,3.358,16.059,0.878,0.438,0.181,0.172,0.16,0.018,0.262,0.199,0.008,0.555,0.547,0.08,female
0.182,0.035,0.177,0.164,0.196,0.032,3.331,17.082,0.83,0.245,0.164,0.182,0.175,0.061,0.276,0.557,0.164,5.828,5.664,0.144,female
0.189,0.035,0.19,0.175,0.202,0.027,2.691,10.253,0.843,0.25,0.183,0.189,0.175,0.032,0.222,1.364,0.086,6.758,6.672,0.351,female
0.179,0.036,0.176,0.165,0.188,0.023,3.358,14.23,0.829,0.261,0.181,0.179,0.162,0.037,0.276,0.95,0.156,5.875,5.719,0.179,female
0.18,0.039,0.185,0.172,0.197,0.025,3.051,13.052,0.821,0.303,0.189,0.18,0.178,0.158,0.2,0.185,0.164,0.203,0.039,0.22,female
0.184,0.037,0.186,0.168,0.199,0.03,2.747,10.939,0.841,0.269,0.19,0.184,0.176,0.068,0.239,0.184,0.039,0.242,0.203,0.118,female
0.186,0.032,0.188,0.172,0.203,0.031,2.106,6.287,0.83,0.233,0.172,0.186,0.173,0.034,0.246,0.203,0.164,0.422,0.258,0.143,female
0.187,0.035,0.183,0.171,0.208,0.037,2.32,8.446,0.858,0.247,0.182,0.187,0.176,0.042,0.225,0.653,0.164,6.461,6.297,0.15,female
0.183,0.032,0.187,0.172,0.194,0.022,3.938,20.366,0.793,0.216,0.191,0.183,0.166,0.027,0.195,0.235,0.164,0.867,0.703,0.149,female
0.175,0.039,0.17,0.158,0.197,0.039,3.2,15.857,0.861,0.317,0.16,0.175,0.168,0.082,0.229,0.508,0.156,5.5,5.344,0.126,female
0.175,0.035,0.174,0.164,0.183,0.019,3.825,19.692,0.825,0.259,0.167,0.175,0.175,0.147,0.271,0.681,0.156,6.195,6.039,0.165,female
0.172,0.045,0.176,0.165,0.189,0.024,3.374,15.012,0.853,0.34,0.176,0.172,0.169,0.067,0.219,0.542,0.031,6,5.969,0.101,female
0.186,0.041,0.183,0.165,0.213,0.048,2.209,7.642,0.869,0.32,0.166,0.186,0.172,0.04,0.229,1.372,0.156,6.531,6.375,0.335,female
0.18,0.035,0.176,0.166,0.192,0.025,3.484,18.56,0.847,0.246,0.169,0.18,0.169,0.016,0.271,0.988,0.156,6.328,6.172,0.239,female
0.183,0.034,0.179,0.17,0.199,0.029,3.522,18.418,0.842,0.233,0.173,0.183,0.17,0.021,0.216,0.668,0.164,5.898,5.734,0.128,female
0.181,0.037,0.179,0.165,0.192,0.027,2.96,11.781,0.84,0.269,0.165,0.181,0.164,0.033,0.276,0.677,0.164,6.789,6.625,0.151,female
0.187,0.034,0.188,0.171,0.205,0.034,2.371,8.37,0.834,0.232,0.168,0.187,0.164,0.019,0.205,0.578,0.164,6.906,6.742,0.07,female
0.188,0.034,0.19,0.171,0.205,0.034,2.083,6.716,0.85,0.235,0.204,0.188,0.17,0.016,0.229,0.686,0.164,5.797,5.633,0.134,female
0.166,0.054,0.174,0.162,0.191,0.028,3.558,17.814,0.884,0.442,0.17,0.166,0.175,0.017,0.246,0.845,0.164,6.367,6.203,0.202,female
0.179,0.034,0.176,0.166,0.192,0.027,3.059,14.384,0.837,0.228,0.172,0.179,0.175,0.038,0.262,0.811,0.156,6.609,6.453,0.163,female
0.179,0.039,0.18,0.163,0.195,0.032,2.494,9.014,0.856,0.298,0.18,0.179,0.165,0.017,0.262,0.566,0.164,6.523,6.359,0.11,female
0.181,0.039,0.178,0.163,0.197,0.033,2.974,12.532,0.859,0.305,0.162,0.181,0.152,0.03,0.205,0.741,0.156,6.922,6.766,0.133,female
0.179,0.043,0.181,0.164,0.201,0.037,2.113,6.988,0.87,0.338,0.181,0.179,0.167,0.03,0.267,0.592,0.023,5.492,5.469,0.086,female
0.187,0.034,0.189,0.171,0.201,0.03,2.667,9.909,0.845,0.24,0.199,0.187,0.175,0.053,0.246,0.269,0.156,1.492,1.336,0.13,female
0.186,0.037,0.183,0.175,0.2,0.025,3.646,17.958,0.824,0.261,0.179,0.186,0.167,0.016,0.239,0.55,0.172,6.133,5.961,0.073,female
0.178,0.043,0.18,0.167,0.196,0.029,2.68,10.378,0.859,0.333,0.18,0.178,0.174,0.019,0.216,0.472,0.164,5.914,5.75,0.104,female
0.184,0.031,0.184,0.172,0.195,0.023,3.173,13.736,0.831,0.212,0.19,0.184,0.168,0.021,0.276,0.757,0.164,5.445,5.281,0.141,female
0.163,0.054,0.172,0.16,0.188,0.028,3.498,19.286,0.881,0.415,0.172,0.163,0.169,0.055,0.213,0.696,0.023,6.93,6.906,0.152,female
0.178,0.037,0.176,0.166,0.187,0.021,3.77,19.526,0.843,0.285,0.174,0.178,0.169,0.016,0.262,0.312,0.156,3.688,3.531,0.074,female
0.175,0.035,0.168,0.16,0.185,0.025,3.955,21.836,0.84,0.261,0.165,0.175,0.156,0.016,0.211,0.43,0.156,4.641,4.484,0.118,female
0.183,0.035,0.179,0.164,0.203,0.038,2.235,8.102,0.861,0.251,0.164,0.183,0.149,0.025,0.208,0.473,0.156,6.891,6.734,0.097,female
0.177,0.036,0.181,0.165,0.193,0.028,3.032,12.713,0.821,0.257,0.167,0.177,0.159,0.018,0.198,0.376,0.148,2.359,2.211,0.193,female
0.174,0.035,0.169,0.16,0.185,0.024,4.073,21.795,0.827,0.246,0.16,0.174,0.154,0.029,0.211,0.504,0.148,5.766,5.617,0.087,female
0.177,0.034,0.176,0.166,0.189,0.023,3.261,14.298,0.817,0.227,0.164,0.177,0.164,0.021,0.25,0.596,0.078,6.203,6.125,0.146,female
0.174,0.036,0.173,0.16,0.185,0.026,3.02,12.549,0.843,0.285,0.176,0.174,0.164,0.02,0.219,0.635,0.141,6.797,6.656,0.144,female
0.188,0.038,0.184,0.169,0.218,0.049,2.429,9.291,0.867,0.278,0.177,0.188,0.172,0.043,0.222,0.519,0.156,5.32,5.164,0.119,female
0.178,0.034,0.17,0.163,0.192,0.03,4.327,25.778,0.824,0.232,0.164,0.178,0.155,0.031,0.222,0.56,0.008,6.234,6.227,0.124,female
0.177,0.03,0.176,0.165,0.186,0.022,2.775,10.407,0.819,0.193,0.183,0.177,0.169,0.037,0.216,0.693,0.156,6.844,6.688,0.151,female
0.187,0.051,0.198,0.179,0.21,0.03,2.667,10.027,0.851,0.295,0.207,0.187,0.179,0.078,0.25,1.531,0.023,6.781,6.758,0.306,female
0.193,0.035,0.191,0.173,0.219,0.046,2.052,7.309,0.866,0.236,0.173,0.193,0.169,0.025,0.232,0.551,0.156,4.797,4.641,0.126,female
0.184,0.043,0.187,0.17,0.211,0.041,2.075,6.905,0.872,0.351,0.178,0.184,0.172,0.075,0.222,0.237,0.164,0.57,0.406,0.268,female
0.185,0.032,0.183,0.168,0.202,0.034,2.408,8.508,0.833,0.21,0.168,0.185,0.179,0.154,0.225,0.558,0.156,6.352,6.195,0.128,female
0.186,0.024,0.188,0.178,0.195,0.018,3.332,14.712,0.748,0.107,0.191,0.186,0.169,0.024,0.205,0.257,0.172,0.727,0.555,0.183,female
0.187,0.042,0.184,0.172,0.207,0.035,2.733,11.162,0.844,0.231,0.175,0.187,0.18,0.024,0.25,0.95,0.172,6.867,6.695,0.22,female
0.181,0.03,0.178,0.168,0.193,0.024,3.071,13.112,0.821,0.182,0.169,0.181,0.174,0.08,0.219,0.215,0.156,0.914,0.758,0.094,female
0.185,0.039,0.181,0.167,0.203,0.036,2.531,9.333,0.86,0.29,0.172,0.185,0.166,0.044,0.262,0.746,0.164,6.547,6.383,0.15,female
0.169,0.054,0.179,0.168,0.195,0.028,3.525,17.32,0.856,0.375,0.179,0.169,0.17,0.018,0.205,0.258,0.156,0.797,0.641,0.133,female
0.179,0.034,0.176,0.166,0.187,0.021,3.415,15.179,0.824,0.216,0.179,0.179,0.167,0.043,0.232,0.833,0.164,6.453,6.289,0.195,female
